ϵ_π,ϵ_y,π,y,Eπ,Ey,Eπ_lead,r,y_lag,path_number
0.0,0.0,-0.61,-3.5,0.0,0.0,0.0,0.0,NaN,1.0
0.0,0.0,-0.4578947368421052,-2.6533492822966505,0.0,0.0,0.0,0.0,-3.5,1.0
0.0,0.0,-0.34234449760765545,-2.010850991114149,0.0,0.0,0.0,0.0,-2.6533492822966505,1.0
0.0,0.0,-0.25452836637047155,-1.5232604459791745,0.0,0.0,0.0,0.0,-2.010850991114149,1.0
0.0,0.0,-0.18775299375948717,-1.1532110630556827,0.0,0.0,0.0,0.0,-1.5232604459791745,1.0
0.0,0.0,-0.13693941116495056,-0.8723492780702063,0.0,0.0,0.0,0.0,-1.1532110630556827,1.0
0.0,0.0,-0.09823362869625289,-0.6591605448222392,0.0,0.0,0.0,0.0,-0.8723492780702063,1.0
0.0,0.0,-0.06871115942646415,-0.49731971725773383,0.0,0.0,0.0,0.0,-0.6591605448222392,1.0
0.0,0.0,-0.04615281427744995,-0.37443933030654614,0.0,0.0,0.0,0.0,-0.49731971725773383,1.0
0.0,0.0,-0.028874576591708046,-0.28111980365826056,0.0,0.0,0.0,0.0,-0.37443933030654614,1.0
0.0,0.0,-0.015598512009257912,-0.21022874265737743,0.0,0.0,0.0,0.0,-0.28111980365826056,1.0
0.0,0.0,-0.005354815659356884,-0.15635407657004882,0.0,0.0,0.0,0.0,-0.21022874265737743,1.0
0.0,0.0,0.0025925138622584806,-0.11538910349271518,0.0,0.0,0.0,0.0,-0.15635407657004882,1.0
0.0,0.0,0.008802072670414988,-0.08421762514344686,0.0,0.0,0.0,0.0,-0.11538910349271518,1.0
0.0,0.0,0.01369784623956561,-0.060475029190403005,0.0,0.0,0.0,0.0,-0.08421762514344686,1.0
0.0,0.0,0.017601681788511323,-0.04236700006589095,0.0,0.0,0.0,0.0,-0.060475029190403005,1.0
0.0,0.0,0.020757928201900915,-0.028531957891374346,0.0,0.0,0.0,0.0,-0.04236700006589095,1.0
0.0,0.0,0.023352132733125926,-0.017936678001435266,0.0,0.0,0.0,0.0,-0.028531957891374346,1.0
0.0,0.0,0.025525228034944933,-0.00979708768460894,0.0,0.0,0.0,0.0,-0.017936678001435266,1.0
0.0,0.0,0.027384297283342504,-0.0035181672278910814,0.0,0.0,0.0,0.0,-0.00979708768460894,1.0
0.0,0.0,0.029010742783933747,0.0013516528213183467,0.0,0.0,0.0,0.0,-0.0035181672278910814,1.0
0.0,0.0,0.030466484360913506,0.005155094761100487,0.0,0.0,0.0,0.0,0.0013516528213183467,1.0
0.0,0.0,0.031798662760903665,0.008152290394444366,0.0,0.0,0.0,0.0,0.005155094761100487,1.0
0.0,0.0,0.03304320867492784,0.010540704461948975,0.0,0.0,0.0,0.0,0.008152290394444366,1.0
0.0,0.0,0.03422755100192673,0.012470252465601586,0.0,0.0,0.0,0.0,0.010540704461948975,1.0
0.0,0.0,0.035372671977522786,0.014054772029912723,0.0,0.0,0.0,0.0,0.012470252465601586,1.0
0.0,0.0,0.03649466671160752,0.015380727352946807,0.0,0.0,0.0,0.0,0.014054772029912723,1.0
0.0,0.0,0.03760592667785281,0.016513814145914577,0.0,0.0,0.0,0.0,0.015380727352946807,1.0
0.0,0.0,0.0387160378637443,0.017503971479044752,0.0,0.0,0.0,0.0,0.016513814145914577,1.0
0.0,0.0,0.039832462410307426,0.018389184800178947,0.0,0.0,0.0,0.0,0.017503971479044752,1.0
0.0,0.0,0.61,3.5,0.0,0.0,0.0,0.0,NaN,2.0
0.0,0.0,0.4578947368421052,2.6533492822966505,0.0,0.0,0.0,0.0,3.5,2.0
0.0,0.0,0.34234449760765545,2.010850991114149,0.0,0.0,0.0,0.0,2.6533492822966505,2.0
0.0,0.0,0.25452836637047155,1.5232604459791745,0.0,0.0,0.0,0.0,2.010850991114149,2.0
0.0,0.0,0.18775299375948717,1.1532110630556827,0.0,0.0,0.0,0.0,1.5232604459791745,2.0
0.0,0.0,0.13693941116495056,0.8723492780702063,0.0,0.0,0.0,0.0,1.1532110630556827,2.0
0.0,0.0,0.09823362869625289,0.6591605448222392,0.0,0.0,0.0,0.0,0.8723492780702063,2.0
0.0,0.0,0.06871115942646415,0.49731971725773383,0.0,0.0,0.0,0.0,0.6591605448222392,2.0
0.0,0.0,0.04615281427744995,0.37443933030654614,0.0,0.0,0.0,0.0,0.49731971725773383,2.0
0.0,0.0,0.028874576591708046,0.28111980365826056,0.0,0.0,0.0,0.0,0.37443933030654614,2.0
0.0,0.0,0.015598512009257912,0.21022874265737743,0.0,0.0,0.0,0.0,0.28111980365826056,2.0
0.0,0.0,0.005354815659356884,0.15635407657004882,0.0,0.0,0.0,0.0,0.21022874265737743,2.0
0.0,0.0,-0.0025925138622584806,0.11538910349271518,0.0,0.0,0.0,0.0,0.15635407657004882,2.0
0.0,0.0,-0.008802072670414988,0.08421762514344686,0.0,0.0,0.0,0.0,0.11538910349271518,2.0
0.0,0.0,-0.01369784623956561,0.060475029190403005,0.0,0.0,0.0,0.0,0.08421762514344686,2.0
0.0,0.0,-0.017601681788511323,0.04236700006589095,0.0,0.0,0.0,0.0,0.060475029190403005,2.0
0.0,0.0,-0.020757928201900915,0.028531957891374346,0.0,0.0,0.0,0.0,0.04236700006589095,2.0
0.0,0.0,-0.023352132733125926,0.017936678001435266,0.0,0.0,0.0,0.0,0.028531957891374346,2.0
0.0,0.0,-0.025525228034944933,0.00979708768460894,0.0,0.0,0.0,0.0,0.017936678001435266,2.0
0.0,0.0,-0.027384297283342504,0.0035181672278910814,0.0,0.0,0.0,0.0,0.00979708768460894,2.0
0.0,0.0,-0.029010742783933747,-0.0013516528213183467,0.0,0.0,0.0,0.0,0.0035181672278910814,2.0
0.0,0.0,-0.030466484360913506,-0.005155094761100487,0.0,0.0,0.0,0.0,-0.0013516528213183467,2.0
0.0,0.0,-0.031798662760903665,-0.008152290394444366,0.0,0.0,0.0,0.0,-0.005155094761100487,2.0
0.0,0.0,-0.03304320867492784,-0.010540704461948975,0.0,0.0,0.0,0.0,-0.008152290394444366,2.0
0.0,0.0,-0.03422755100192673,-0.012470252465601586,0.0,0.0,0.0,0.0,-0.010540704461948975,2.0
0.0,0.0,-0.035372671977522786,-0.014054772029912723,0.0,0.0,0.0,0.0,-0.012470252465601586,2.0
0.0,0.0,-0.03649466671160752,-0.015380727352946807,0.0,0.0,0.0,0.0,-0.014054772029912723,2.0
0.0,0.0,-0.03760592667785281,-0.016513814145914577,0.0,0.0,0.0,0.0,-0.015380727352946807,2.0
0.0,0.0,-0.0387160378637443,-0.017503971479044752,0.0,0.0,0.0,0.0,-0.016513814145914577,2.0
0.0,0.0,-0.039832462410307426,-0.018389184800178947,0.0,0.0,0.0,0.0,-0.017503971479044752,2.0
0.0,0.0,-0.0,-3.5,0.0,0.0,0.0,0.0,NaN,3.0
0.0,0.0,0.1842105263157895,-2.5657894736842106,0.0,0.0,0.0,0.0,-3.5,3.0
0.0,0.0,0.3289473684210526,-1.8544941900205059,0.0,0.0,0.0,0.0,-2.5657894736842106,3.0
0.0,0.0,0.4438653451811346,-1.3122802948930767,0.0,0.0,0.0,0.0,-1.8544941900205059,3.0
0.0,0.0,0.5362940630797772,-0.8982972616437366,0.0,0.0,0.0,0.0,-1.3122802948930767,3.0
0.0,0.0,0.6117988696441726,-0.5815461789925868,0.0,0.0,0.0,0.0,-0.8982972616437366,3.0
0.0,0.0,0.6746065037829494,-0.33850342743969447,0.0,0.0,0.0,0.0,-0.5815461789925868,3.0
0.0,0.0,0.7279280791104569,-0.15131753939484138,0.0,0.0,0.0,0.0,-0.33850342743969447,3.0
0.0,0.0,0.7742041642949462,-0.006440987278039273,0.0,0.0,0.0,0.0,-0.15131753939484138,3.0
0.0,0.0,0.8152907512198402,0.10640800796052056,0.0,0.0,0.0,0.0,-0.006440987278039273,3.0
0.0,0.0,0.85260036928612,0.19503325105524588,0.0,0.0,0.0,0.0,0.10640800796052056,3.0
0.0,0.0,0.8872091649824818,0.26535833172032564,0.0,0.0,0.0,0.0,0.19503325105524588,3.0
0.0,0.0,0.9199381562068057,0.3218802019250652,0.0,0.0,0.0,0.0,0.26535833172032564,3.0
0.0,0.0,0.9514148906426868,0.3680133488503497,0.0,0.0,0.0,0.0,0.3218802019250652,3.0
0.0,0.0,0.9821202349475466,0.40635095261583337,0.0,0.0,0.0,0.0,0.3680133488503497,3.0
0.0,0.0,1.0124238813860578,0.4365638278429193,0.0,0.0,0.0,0.0,0.40635095261583337,3.0
0.0,0.0,1.0427323052567492,0.4574531434069298,0.0,0.0,0.0,0.0,0.4365638278429193,3.0
0.0,0.0,1.0735364716698974,0.4714164598108166,0.0,0.0,0.0,0.0,0.4574531434069298,3.0
0.0,0.0,1.1052269986098489,0.4802095709666183,0.0,0.0,0.0,0.0,0.4714164598108166,3.0
0.0,0.0,1.1381226526963346,0.48511669607124663,0.0,0.0,0.0,0.0,0.4802095709666183,3.0
0.0,0.0,1.1724913872555496,0.48707544121886687,0.0,0.0,0.0,0.0,0.48511669607124663,3.0
0.0,0.0,1.2085659107311646,0.4867685452497863,0.0,0.0,0.0,0.0,0.48707544121886687,3.0
0.0,0.0,1.2465552457565001,0.48469123256689534,0.0,0.0,0.0,0.0,0.4867685452497863,3.0
0.0,0.0,1.2866533517138476,0.4812006517842351,0.0,0.0,0.0,0.0,0.48469123256689534,3.0
0.0,0.0,1.3290455990785641,0.476552157859179,0.0,0.0,0.0,0.0,0.4812006517842351,3.0
0.0,0.0,1.3739136749322158,0.47092593138931677,0.0,0.0,0.0,0.0,0.476552157859179,3.0
0.0,0.0,1.4214393456449999,0.4644465005587312,0.0,0.0,0.0,0.0,0.47092593138931677,3.0
0.0,0.0,1.4718073901232243,0.45719704959591667,0.0,0.0,0.0,0.0,0.4644465005587312,3.0
0.0,0.0,1.5252079343615035,0.44922989705339755,0.0,0.0,0.0,0.0,0.45719704959591667,3.0
0.0,0.0,1.5818383573777195,0.4405741596347689,0.0,0.0,0.0,0.0,0.44922989705339755,3.0
0.0,0.0,1.6419048941010326,0.4312413473545838,0.0,0.0,0.0,0.0,0.4405741596347689,3.0
0.0,0.0,1.7056240281403192,0.4212294375803257,0.0,0.0,0.0,0.0,0.4312413473545838,3.0
0.0,0.0,1.7732237434329503,0.41052582992474035,0.0,0.0,0.0,0.0,0.4212294375803257,3.0
0.0,0.0,1.8449446862491719,0.3991094770425429,0.0,0.0,0.0,0.0,0.41052582992474035,3.0
0.0,0.0,1.9210412762074154,0.38695240786554724,0.0,0.0,0.0,0.0,0.3991094770425429,3.0
0.0,0.0,2.0017827955938294,0.3740208021410303,0.0,0.0,0.0,0.0,0.38695240786554724,3.0
0.0,0.0,2.0874544794597663,0.3602757327800597,0.0,0.0,0.0,0.0,0.3740208021410303,3.0
0.0,0.0,2.1783586240218558,0.34567366140755124,0.0,0.0,0.0,0.0,0.3602757327800597,3.0
0.0,0.0,2.2748157273173453,0.3301667496466282,0.0,0.0,0.0,0.0,0.34567366140755124,3.0
0.0,0.0,2.377165673510541,0.3137030318726399,0.0,0.0,0.0,0.0,0.3301667496466282,3.0
0.0,0.0,2.4857689704388517,0.2962264828259061,0.0,0.0,0.0,0.0,0.3137030318726399,3.0
0.0,0.0,2.6010080487342697,0.27767700439380694,0.0,0.0,0.0,0.0,0.2962264828259061,3.0
0.0,0.0,2.7232886300153463,0.2579903491933695,0.0,0.0,0.0,0.0,0.27767700439380694,3.0
0.0,0.0,2.8530411711112396,0.2370979936669469,0.0,0.0,0.0,0.0,0.2579903491933695,3.0
0.0,0.0,2.990722390976728,0.21492696977731487,0.0,0.0,0.0,0.0,0.2370979936669469,3.0
0.0,0.0,3.1368168868293287,0.1913996617103501,0.0,0.0,0.0,0.0,0.21492696977731487,3.0
0.0,0.0,3.291838846046117,0.16643357201061054,0.0,0.0,0.0,0.0,0.1913996617103501,3.0
0.0,0.0,3.456333860469038,0.13994106010189492,0.0,0.0,0.0,0.0,0.16643357201061054,3.0
0.0,0.0,3.6308808499620455,0.1118290550448096,0.0,0.0,0.0,0.0,0.13994106010189492,3.0
0.0,0.0,3.8160941023261103,0.08199874355624978,0.0,0.0,0.0,0.0,0.1118290550448096,3.0
0.0,0.0,4.012625436998208,0.05034523368783083,0.0,0.0,0.0,0.0,0.08199874355624978,3.0
0.0,0.0,4.221166500330333,0.01675719407750163,0.0,0.0,0.0,0.0,0.05034523368783083,3.0
0.0,0.0,4.442451200659429,-0.018883531689029235,0.0,0.0,0.0,0.0,0.01675719407750163,3.0
0.0,0.0,4.677258291835663,-0.056702336372187155,0.0,0.0,0.0,0.0,-0.018883531689029235,3.0
0.0,0.0,4.9264141143729185,-0.09683228704043037,0.0,0.0,0.0,0.0,-0.056702336372187155,3.0
0.0,0.0,5.190795503920989,-0.13941459092218506,0.0,0.0,0.0,0.0,-0.09683228704043037,3.0
0.0,0.0,5.471332877333788,-0.18459909055280851,0.0,0.0,0.0,0.0,-0.13941459092218506,3.0
0.0,0.0,5.769013507222556,-0.2325447897869439,0.0,0.0,0.0,0.0,-0.18459909055280851,3.0
0.0,0.0,6.084884996538845,-0.28342041240099325,0.0,0.0,0.0,0.0,-0.2325447897869439,3.0
0.0,0.0,6.420058965430415,-0.33740499515871053,0.0,0.0,0.0,0.0,-0.28342041240099325,3.0
0.0,0.0,6.775714963356157,-0.3946885173588581,0.0,0.0,0.0,0.0,-0.33740499515871053,3.0
0.0,0.0,7.1531046202358946,-0.4554725690303837,0.0,0.0,0.0,0.0,-0.3946885173588581,3.0
0.0,0.0,7.553556051249909,-0.5199710600898574,0.0,0.0,0.0,0.0,-0.4554725690303837,3.0
0.0,0.0,7.978478530794107,-0.5884109729298673,0.0,0.0,0.0,0.0,-0.5199710600898574,3.0
0.0,0.0,8.429367452042737,-0.6610331610670482,0.0,0.0,0.0,0.0,-0.5884109729298673,3.0
0.0,0.0,8.90780958957483,-0.7380931966458102,0.0,0.0,0.0,0.0,-0.6610331610670482,3.0
0.0,0.0,9.415488683586442,-0.8198622697696148,0.0,0.0,0.0,0.0,-0.7380931966458102,3.0
0.0,0.0,9.954191365342025,-0.9066281428168915,0.0,0.0,0.0,0.0,-0.8198622697696148,3.0
0.0,0.0,10.525813444718809,-0.9986961630942648,0.0,0.0,0.0,0.0,-0.9066281428168915,3.0
0.0,0.0,11.132366581972128,-1.0963903373866055,0.0,0.0,0.0,0.0,-0.9986961630942648,3.0
0.0,0.0,11.775985367201534,-1.200054472182367,0.0,0.0,0.0,0.0,-1.0963903373866055,3.0
0.0,0.0,12.458934832432265,-1.3100533835846226,0.0,0.0,0.0,0.0,-1.200054472182367,3.0
0.0,0.0,13.183618422748943,-1.4267741811640526,0.0,0.0,0.0,0.0,-1.3100533835846226,3.0
0.0,0.0,13.952586454533837,-1.5506276302708175,0.0,0.0,0.0,0.0,-1.4267741811640526,3.0
0.0,0.0,14.768545090576186,-1.682049597598666,0.0,0.0,0.0,0.0,-1.5506276302708175,3.0
0.0,0.0,15.634365863638019,-1.8215025850878774,0.0,0.0,0.0,0.0,-1.682049597598666,3.0
0.0,0.0,16.553095781992013,-1.9694773575646631,0.0,0.0,0.0,0.0,-1.8215025850878774,3.0
0.0,0.0,17.527968052494995,-2.1264946698447016,0.0,0.0,0.0,0.0,-1.9694773575646631,3.0
0.0,0.0,18.562413458933925,-2.293107099378574,0.0,0.0,0.0,0.0,-2.1264946698447016,3.0
0.0,0.0,19.660072435687212,-2.4699009908883864,0.0,0.0,0.0,0.0,-2.293107099378574,3.0
0.0,0.0,20.82480787919119,-2.657498519839026,0.0,0.0,0.0,0.0,-2.4699009908883864,3.0
0.0,0.0,22.060718742298043,-2.856559882005742,0.0,0.0,0.0,0.0,-2.657498519839026,3.0
0.0,0.0,23.372154459366662,-3.0677856168435356,0.0,0.0,0.0,0.0,-2.856559882005742,3.0
0.0,0.0,24.76373025285141,-3.291919072834731,0.0,0.0,0.0,0.0,-3.0677856168435356,3.0
0.0,0.0,26.240343375255943,-3.5297490234907714,0.0,0.0,0.0,0.0,-3.291919072834731,3.0
0.0,0.0,27.80719034361103,-3.782112443214486,0.0,0.0,0.0,0.0,-3.5297490234907714,3.0
0.0,0.0,29.46978522712816,-4.049897452791641,0.0,0.0,0.0,0.0,-3.782112443214486,3.0
0.0,0.0,31.233979052387095,-4.3340464448775995,0.0,0.0,0.0,0.0,-4.049897452791641,3.0
0.0,0.0,33.10598039434839,-4.635559400478306,0.0,0.0,0.0,0.0,-4.3340464448775995,3.0
0.0,0.0,35.092377225655056,-4.9554974080970124,0.0,0.0,0.0,0.0,-4.635559400478306,3.0
0.0,0.0,37.20016010111569,-5.294986397931345,0.0,0.0,0.0,0.0,-4.9554974080970124,3.0
0.0,0.0,39.43674675896027,-5.655221104262178,0.0,0.0,0.0,0.0,-5.294986397931345,3.0
0.0,0.0,41.81000822544566,-6.03746926997877,0.0,0.0,0.0,0.0,-5.655221104262178,3.0
0.0,0.0,44.32829651467851,-6.443076108036809,0.0,0.0,0.0,0.0,-6.03746926997877,3.0
0.0,0.0,47.00047402113721,-6.873469035550163,0.0,0.0,0.0,0.0,-6.443076108036809,3.0
0.0,0.0,49.835944708331276,-7.330162697176643,0.0,0.0,0.0,0.0,-6.873469035550163,3.0
0.0,0.0,52.844687203358006,-7.814764295476121,0.0,0.0,0.0,0.0,-7.330162697176643,3.0
0.0,0.0,56.03728991382295,-8.328979246999678,0.0,0.0,0.0,0.0,-7.814764295476121,3.0
0.0,0.0,59.42498829070835,-8.874617184014776,0.0,0.0,0.0,0.0,-8.328979246999678,3.0
0.0,0.0,63.01970436832536,-9.453598322987824,0.0,0.0,0.0,0.0,-8.874617184014776,3.0
0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,NaN,4.0
0.0,0.0,-0.1842105263157895,2.5657894736842106,0.0,0.0,0.0,0.0,3.5,4.0
0.0,0.0,-0.3289473684210526,1.8544941900205059,0.0,0.0,0.0,0.0,2.5657894736842106,4.0
0.0,0.0,-0.4438653451811346,1.3122802948930767,0.0,0.0,0.0,0.0,1.8544941900205059,4.0
0.0,0.0,-0.5362940630797772,0.8982972616437366,0.0,0.0,0.0,0.0,1.3122802948930767,4.0
0.0,0.0,-0.6117988696441726,0.5815461789925868,0.0,0.0,0.0,0.0,0.8982972616437366,4.0
0.0,0.0,-0.6746065037829494,0.33850342743969447,0.0,0.0,0.0,0.0,0.5815461789925868,4.0
0.0,0.0,-0.7279280791104569,0.15131753939484138,0.0,0.0,0.0,0.0,0.33850342743969447,4.0
0.0,0.0,-0.7742041642949462,0.006440987278039273,0.0,0.0,0.0,0.0,0.15131753939484138,4.0
0.0,0.0,-0.8152907512198402,-0.10640800796052056,0.0,0.0,0.0,0.0,0.006440987278039273,4.0
0.0,0.0,-0.85260036928612,-0.19503325105524588,0.0,0.0,0.0,0.0,-0.10640800796052056,4.0
0.0,0.0,-0.8872091649824818,-0.26535833172032564,0.0,0.0,0.0,0.0,-0.19503325105524588,4.0
0.0,0.0,-0.9199381562068057,-0.3218802019250652,0.0,0.0,0.0,0.0,-0.26535833172032564,4.0
0.0,0.0,-0.9514148906426868,-0.3680133488503497,0.0,0.0,0.0,0.0,-0.3218802019250652,4.0
0.0,0.0,-0.9821202349475466,-0.40635095261583337,0.0,0.0,0.0,0.0,-0.3680133488503497,4.0
0.0,0.0,-1.0124238813860578,-0.4365638278429193,0.0,0.0,0.0,0.0,-0.40635095261583337,4.0
0.0,0.0,-1.0427323052567492,-0.4574531434069298,0.0,0.0,0.0,0.0,-0.4365638278429193,4.0
0.0,0.0,-1.0735364716698974,-0.4714164598108166,0.0,0.0,0.0,0.0,-0.4574531434069298,4.0
0.0,0.0,-1.1052269986098489,-0.4802095709666183,0.0,0.0,0.0,0.0,-0.4714164598108166,4.0
0.0,0.0,-1.1381226526963346,-0.48511669607124663,0.0,0.0,0.0,0.0,-0.4802095709666183,4.0
0.0,0.0,-1.1724913872555496,-0.48707544121886687,0.0,0.0,0.0,0.0,-0.48511669607124663,4.0
0.0,0.0,-1.2085659107311646,-0.4867685452497863,0.0,0.0,0.0,0.0,-0.48707544121886687,4.0
0.0,0.0,-1.2465552457565001,-0.48469123256689534,0.0,0.0,0.0,0.0,-0.4867685452497863,4.0
0.0,0.0,-1.2866533517138476,-0.4812006517842351,0.0,0.0,0.0,0.0,-0.48469123256689534,4.0
0.0,0.0,-1.3290455990785641,-0.476552157859179,0.0,0.0,0.0,0.0,-0.4812006517842351,4.0
0.0,0.0,-1.3739136749322158,-0.47092593138931677,0.0,0.0,0.0,0.0,-0.476552157859179,4.0
0.0,0.0,-1.4214393456449999,-0.4644465005587312,0.0,0.0,0.0,0.0,-0.47092593138931677,4.0
0.0,0.0,-1.4718073901232243,-0.45719704959591667,0.0,0.0,0.0,0.0,-0.4644465005587312,4.0
0.0,0.0,-1.5252079343615035,-0.44922989705339755,0.0,0.0,0.0,0.0,-0.45719704959591667,4.0
0.0,0.0,-1.5818383573777195,-0.4405741596347689,0.0,0.0,0.0,0.0,-0.44922989705339755,4.0
0.0,0.0,-1.6419048941010326,-0.4312413473545838,0.0,0.0,0.0,0.0,-0.4405741596347689,4.0
0.0,0.0,-1.7056240281403192,-0.4212294375803257,0.0,0.0,0.0,0.0,-0.4312413473545838,4.0
0.0,0.0,-1.7732237434329503,-0.41052582992474035,0.0,0.0,0.0,0.0,-0.4212294375803257,4.0
0.0,0.0,-1.8449446862491719,-0.3991094770425429,0.0,0.0,0.0,0.0,-0.41052582992474035,4.0
0.0,0.0,-1.9210412762074154,-0.38695240786554724,0.0,0.0,0.0,0.0,-0.3991094770425429,4.0
0.0,0.0,-2.0017827955938294,-0.3740208021410303,0.0,0.0,0.0,0.0,-0.38695240786554724,4.0
0.0,0.0,-2.0874544794597663,-0.3602757327800597,0.0,0.0,0.0,0.0,-0.3740208021410303,4.0
0.0,0.0,-2.1783586240218558,-0.34567366140755124,0.0,0.0,0.0,0.0,-0.3602757327800597,4.0
0.0,0.0,-2.2748157273173453,-0.3301667496466282,0.0,0.0,0.0,0.0,-0.34567366140755124,4.0
0.0,0.0,-2.377165673510541,-0.3137030318726399,0.0,0.0,0.0,0.0,-0.3301667496466282,4.0
0.0,0.0,-2.4857689704388517,-0.2962264828259061,0.0,0.0,0.0,0.0,-0.3137030318726399,4.0
0.0,0.0,-2.6010080487342697,-0.27767700439380694,0.0,0.0,0.0,0.0,-0.2962264828259061,4.0
0.0,0.0,-2.7232886300153463,-0.2579903491933695,0.0,0.0,0.0,0.0,-0.27767700439380694,4.0
0.0,0.0,-2.8530411711112396,-0.2370979936669469,0.0,0.0,0.0,0.0,-0.2579903491933695,4.0
0.0,0.0,-2.990722390976728,-0.21492696977731487,0.0,0.0,0.0,0.0,-0.2370979936669469,4.0
0.0,0.0,-3.1368168868293287,-0.1913996617103501,0.0,0.0,0.0,0.0,-0.21492696977731487,4.0
0.0,0.0,-3.291838846046117,-0.16643357201061054,0.0,0.0,0.0,0.0,-0.1913996617103501,4.0
0.0,0.0,-3.456333860469038,-0.13994106010189492,0.0,0.0,0.0,0.0,-0.16643357201061054,4.0
0.0,0.0,-3.6308808499620455,-0.1118290550448096,0.0,0.0,0.0,0.0,-0.13994106010189492,4.0
0.0,0.0,-3.8160941023261103,-0.08199874355624978,0.0,0.0,0.0,0.0,-0.1118290550448096,4.0
0.0,0.0,-4.012625436998208,-0.05034523368783083,0.0,0.0,0.0,0.0,-0.08199874355624978,4.0
0.0,0.0,-4.221166500330333,-0.01675719407750163,0.0,0.0,0.0,0.0,-0.05034523368783083,4.0
